,EMA,CMO,MINUSDM,PLUSDM,CLOSE,CLOSEL1,CLOSEL2,CLOSEL3,3O,CMB,UP_DOWN
8216,19224.3051530873,-6.581710913715461,491.0221355607101,409.4375262252047,19165.23,19239.16,19252.4,19315.83,0,0,1
8217,19225.71990041232,0.9248396001369482,466.47102878267464,466.65564991394314,19239.16,19252.4,19315.83,19299.36,0,0,1
8218,19228.260862277813,2.22302875857908,443.1474773435409,443.322867418246,19252.4,19315.83,19299.36,19284.89,0,0,1
8219,19236.600780156117,8.283465878681323,420.99010347636386,442.64672404733165,19315.83,19299.36,19284.89,19279.44,0,0,0
8220,19242.577848712677,6.479580317165293,399.94059830254565,449.5343878449655,19299.36,19284.89,19279.44,19250.81,0,0,0
8221,19246.607577406707,4.864014553978676,379.9435683874184,427.0576684527172,19284.89,19279.44,19250.81,19152.24,0,0,0
8222,19249.734474796544,4.236990013931285,410.8963899680482,405.7047850300814,19279.44,19250.81,19152.24,19186.08,0,0,0
8223,19249.8369057683,0.9007767232312262,397.3315704696453,385.4195457785773,19250.81,19152.24,19186.08,19208.68,0,0,0
8224,19240.541962361796,-9.586549837292612,510.3549919461625,366.1485684896484,19152.24,19186.08,19208.68,19189.8,0,0,1
8225,19235.35510880353,-5.61942318256489,484.8372423488544,347.84114006516603,19186.08,19208.68,19189.8,19215.12,0,0,1
8226,19232.814622250815,-2.9982063202309113,460.59538023141164,361.44908306190774,19208.68,19189.8,19215.12,19201.45,0,0,0
8227,19228.71799156026,-5.069935034222192,437.56561121984106,343.37662890881234,19189.8,19215.12,19201.45,19226.68,0,0,1
8228,19227.422944744998,-1.9947651779755418,470.5373306588512,326.2077974633717,19215.12,19201.45,19226.68,19199.28,0,0,0
8229,19224.94933095976,-3.5982206466890077,447.01046412590864,326.0374075902062,19201.45,19226.68,19199.28,19184.69,0,0,1
8230,19225.11415658264,-0.4067157007320968,437.12994091961076,309.7355372106959,19226.68,19199.28,19184.69,19206.83,0,0,0
8231,19222.653760717625,-3.7947794407698883,442.32344387363315,294.2487603501611,19199.28,19184.69,19206.83,19205.33,0,0,0
8232,19219.038164458805,-5.594885789263954,420.2072716799515,279.536322332653,19184.69,19206.83,19205.33,19201.24,0,0,1
8233,19217.875482129395,-2.5304460193233647,399.1969080959539,277.369506216018,19206.83,19205.33,19201.24,19232.99,0,0,0
8234,19216.680674307547,-2.7317578552874933,379.2370626911562,288.9710309052183,19205.33,19201.24,19232.99,19260.94,0,0,0
8235,19215.210133897304,-3.304966777190651,361.4752095565955,274.5224793599574,19201.24,19232.99,19260.94,19252.62,0,0,1
8236,19216.903454478514,1.4411072343741402,343.4014490787657,270.73635539196187,19232.99,19260.94,19252.62,19352.38,0,1,1
8237,19221.097411194845,5.46565779642916,326.2313766248274,310.3495376223616,19260.94,19252.62,19352.38,19416.25,1,0,0
8238,19224.099562509622,4.133275025485502,309.9198077935861,294.83206074124354,19252.62,19352.38,19416.25,19345.61,0,0,1
8239,19236.316747032517,17.317145115069117,294.42381740390675,357.22045770418237,19352.38,19416.25,19345.61,19369.73,0,1,1
8240,19253.453247315134,24.330307034913172,279.7026265337114,443.56943481897235,19416.25,19345.61,19369.73,19376.49,0,0,0
8241,19262.23008090417,13.156338181323823,265.7174952070258,421.39096307802373,19345.61,19369.73,19376.49,19328.64,0,0,1
8242,19272.468168437106,15.873807754374106,252.43162044667451,400.32141492412256,19369.73,19376.49,19328.64,19335.25,0,0,1
8243,19282.375009538333,16.643315125040147,239.8100394243408,390.3053441779164,19376.49,19328.64,19335.25,19321.3,0,0,0
8244,19286.78119910611,9.200811441179702,270.12953745312507,370.7900769690206,19328.64,19335.25,19321.3,19331.89,0,0,1
8245,19291.397275381718,10.035503477403651,256.6230605804688,352.2505731205696,19335.25,19321.3,19331.89,19297.84,0,0,0
8246,19294.245153916792,7.833355171592562,284.97190755144567,334.6380444645411,19321.3,19331.89,19297.84,19278.35,0,0,1
8247,19297.83037735329,9.284114001164458,270.7233121738734,317.90614224131406,19331.89,19297.84,19278.35,19283.82,0,0,0
8248,19297.831293795833,3.7565410806066444,278.96714656517855,302.01083512924833,19297.84,19278.35,19283.82,19306.12,0,0,0
8249,19295.975932481942,0.6880388422451831,287.19878923691994,286.91029337278593,19278.35,19283.82,19306.12,19315.27,0,0,1
8250,19294.81822462652,1.5482131052393637,279.97884977507334,272.56477870414665,19283.82,19306.12,19315.27,19328.3,0,0,1
8251,19295.8945841859,5.076411243017403,265.9799072863197,261.2065397689361,19306.12,19315.27,19328.3,19305.92,0,0,1
8252,19297.73986188248,6.523267911865931,252.6809119220037,261.7962127804908,19315.27,19328.3,19305.92,19319.77,0,0,1
8253,19300.650351227006,8.611330124075039,240.04686632590352,264.4964021414671,19328.3,19305.92,19319.77,19349.51,0,0,0
8254,19301.15222253872,4.395214011578805,250.33452300960923,251.27158203439376,19305.92,19319.77,19349.51,19376.35,0,0,1
8255,19302.9253442017,6.753180052589753,237.81779685912878,239.5180029326754,19319.77,19349.51,19376.35,19357.84,0,0,1
8256,19307.36197808725,11.676969357669083,225.92690701617235,255.46210278604352,19349.51,19376.35,19357.84,19367.99,0,0,1
8257,19313.932265888463,15.89588293254383,214.63056166536373,283.84899764674117,19376.35,19357.84,19367.99,19364.65,0,0,0
8258,19318.113954851466,12.011780550495605,207.299033582097,269.6565477644041,19357.84,19367.99,19364.65,19368.69,0,0,1
8259,19322.86405438942,13.681571881359694,196.93408190299215,256.1737203761839,19367.99,19364.65,19368.69,19336.27,0,0,0
8260,19326.843668257097,12.939169966187828,187.08737780784253,245.1850343573744,19364.65,19368.69,19336.27,19334.01,0,0,1
8261,19330.829033184993,13.657107895484472,177.7330089174504,238.20578263950816,19368.69,19336.27,19334.01,19371.35,0,0,0
8262,19331.34722050071,6.255540155216245,200.39635847157714,226.29549350753274,19336.27,19334.01,19371.35,19413.08,0,0,0
8263,19331.60081854826,5.750204251528344,190.37654054799827,214.9807188321561,19334.01,19371.35,19413.08,19400.54,0,0,1
8264,19335.386454876996,12.950297677182704,180.85771352059837,234.551682890548,19371.35,19413.08,19400.54,19398.31,0,0,1
8265,19342.785840126806,20.128262290389415,171.81482784456844,258.5140987460193,19413.08,19400.54,19398.31,19425.28,0,0,0
8266,19348.286236305205,17.074591463467023,163.22408645234003,277.4783938087177,19400.54,19398.31,19425.28,19652.69,0,0,0
8267,19353.05040427614,16.520142274230405,176.932882129722,263.6044741182818,19398.31,19425.28,19652.69,19818.0,0,0,1
8268,19359.929413392696,21.26702231459267,168.0862380232359,278.854250412368,19425.28,19652.69,19818.0,19950.73,0,0,1
8269,19387.811374021963,47.6752285500062,159.6819261220741,585.301537891749,19652.69,19818.0,19950.73,20231.66,0,0,1
